name,color,coauthored
Thierry Gautier,#00bfff,1
Marie Durand,#d3d3d3,1
Clément Pernet,#d3d3d3,1
Benoît Libert,#ffff00,1
Damien Stehlé,#ffff00,1
Fabien Laguillaumie,#ffff00,1
Frédéric Desprez,#d3d3d3,1
Eddy Caron,#d3d3d3,1
Yves Caniou,#d3d3d3,1
Frédéric Suter,#d3d3d3,1
Gilles Fedak,#00bfff,1
Christian Pérez,#d3d3d3,1
Adrien Basso-Blandin,#d3d3d3,0
Claude-Pierre Jeannerod,#d3d3d3,1
Gilles Villard,#ffff00,1
Jean-Michel Muller,#d3d3d3,1
Nicolas Louvet,#d3d3d3,1
Pierre Lescanne,#d3d3d3,0
Shi Bai,#00bfff,1
Vincent Lefèvre,#d3d3d3,1
Guillaume Hanrot,#ffff00,1
Weiqiang Wen,#d3d3d3,1
Svetlana Puzynina,#d3d3d3,1
Michaël Rao,#d3d3d3,1
Christophe Alias,#d3d3d3,1
Alain Darte,#d3d3d3,1
Paul Feautrier,#d3d3d3,1
Laure Gonnord,#00bfff,1
Loris Marchal,#00bfff,1
Anne Benoit,#00bfff,1
Yves Robert,#00bfff,1
Bora Uçar,#00bfff,1
Olivier Glück,#d3d3d3,1
Laurent Lefèvre,#d3d3d3,1
Jean-Christophe Mignot,#d3d3d3,1
Márton Karsai,#d3d3d3,1
Eric Fleury,#00bfff,1
Omar Fawzi,#ffff00,0
Nathalie Revol,#d3d3d3,0
Natacha Portier,#d3d3d3,1
Pascal Koiran,#00bfff,1
Stéphan Thomassé,#ffff00,1
Patrick Baillot,#ffff00,1
Anupam Das,#ffff00,1
Philippe Nain,#00bfff,0
Colin Riba,#ffff00,1
Eric Thierry,#00bfff,1
Jean-Yves L'Excellent,#d3d3d3,1
Paulo Goncalves,#d3d3d3,0
Matthieu Imbert,#d3d3d3,0
Daniel Hirschkoff,#ffff00,0
Laure Daviaud,#ffff00,1
Denis Kuperberg,#00bfff,1
Tomofumi Yuki,#00bfff,1
Jean-Bernard Stefani,#00bfff,0
Theo Mary,#00bfff,0
Christophe Crespelle,#d3d3d3,1
Jinming Wen,#d3d3d3,0
Anthony Busson,#d3d3d3,1
Simon Delamare,#00bfff,1
Jean-Patrick Gelas,#d3d3d3,1
Serge Torres,#d3d3d3,1
Nicolas Brisebarre,#d3d3d3,1
Waruna Ranasinghe,#d3d3d3,0
Bruno Salvy,#ffff00,0
Jurriaan Rot,#ffff00,1
Filippo Bonchi,#ffff00,1
Thomas Begin,#d3d3d3,1
Yves-Stan Le Cornec,#ffc0cb,0
Tereza Klimosova,#ffff00,0
Yongjun Liao,#d3d3d3,0
Nicolas Trotignon,#d3d3d3,1
Matteo Mio,#d3d3d3,0
Laurent Thévenoux,#d3d3d3,0
Frédéric Prost,#d3d3d3,0
Hélène Coullon,#d3d3d3,1
Hadrien Hours,#d3d3d3,0
Arnaud Lefray,#d3d3d3,1
Sanjay Bhattacherjee,#d3d3d3,0
Patrick Gros,#ffc0cb,0
Lionel Morel,#d3d3d3,0
Paola Boito,#d3d3d3,0
Olga Kupriianova,#d3d3d3,1
Matias Lee,#d3d3d3,0
Russell Harmer,#ffff00,1
Olivier Laurent,#ffff00,1
Pierre Clairambault,#ffff00,1
Emmanuel Beffara,#ffff00,0
